airport,date,total_flights,delayed_flights,avg_delay
JFK,2023-05-31,70,42,92.54761904761905
JFK,2023-06-01,81,51,99.70588235294117
JFK,2023-06-02,81,42,94.71428571428571
JFK,2023-06-03,74,42,88.78571428571429
JFK,2023-06-04,88,52,82.67307692307692
JFK,2023-06-05,80,44,94.31818181818181
JFK,2023-06-06,79,47,96.46808510638297
JFK,2023-06-07,84,49,103.61224489795919
JFK,2023-06-08,95,59,89.15254237288136
JFK,2023-06-09,74,46,89.1304347826087
JFK,2023-06-10,93,49,91.16326530612245
JFK,2023-06-11,83,50,87.14
JFK,2023-06-12,83,43,95.04651162790698
JFK,2023-06-13,86,54,95.5925925925926
JFK,2023-06-14,68,39,99.07692307692308
JFK,2023-06-15,81,48,88.08333333333333
JFK,2023-06-16,81,44,94.75
JFK,2023-06-17,92,69,94.34782608695652
JFK,2023-06-18,75,41,90.29268292682927
JFK,2023-06-19,82,43,97.83720930232558
JFK,2023-06-20,71,36,90.22222222222223
JFK,2023-06-21,91,50,98.52
JFK,2023-06-22,88,56,102.78571428571429
JFK,2023-06-23,87,51,94.94117647058823
JFK,2023-06-24,88,64,95.984375
JFK,2023-06-25,94,57,92.56140350877193
JFK,2023-06-26,70,43,91.51162790697674
JFK,2023-06-27,74,41,92.3170731707317
JFK,2023-06-28,82,54,94.42592592592592
JFK,2023-06-29,71,37,85.4054054054054
JFK,2023-06-30,64,33,70.66666666666667
JFK,2023-07-01,75,39,94.64102564102564
JFK,2023-07-02,83,47,83.59574468085107
JFK,2023-07-03,79,39,100.02564102564102
JFK,2023-07-04,81,52,97.48076923076923
JFK,2023-07-05,68,41,97.5609756097561
JFK,2023-07-06,86,53,96.16981132075472
JFK,2023-07-07,93,52,88.8076923076923
JFK,2023-07-08,94,59,96.62711864406779
JFK,2023-07-09,78,39,90.66666666666667
JFK,2023-07-10,90,67,99.76119402985074
JFK,2023-07-11,88,44,100.72727272727273
JFK,2023-07-12,65,38,84.05263157894737
JFK,2023-07-13,85,54,96.48148148148148
JFK,2023-07-14,89,59,95.71186440677967
JFK,2023-07-15,98,62,95.69354838709677
JFK,2023-07-16,68,42,91.9047619047619
JFK,2023-07-17,84,46,84.04347826086956
JFK,2023-07-18,90,61,97.68852459016394
JFK,2023-07-19,74,40,93.25
JFK,2023-07-20,77,42,83.71428571428571
JFK,2023-07-21,81,52,91.51923076923077
JFK,2023-07-22,75,43,118.93023255813954
JFK,2023-07-23,75,40,93.575
JFK,2023-07-24,68,41,88.04878048780488
JFK,2023-07-25,89,56,90.98214285714286
JFK,2023-07-26,99,61,98.88524590163935
JFK,2023-07-27,63,37,102.8108108108108
JFK,2023-07-28,89,62,87.8225806451613
JFK,2023-07-29,71,43,88.25581395348837
JFK,2023-07-30,71,47,102.82978723404256
JFK,2023-07-31,83,50,92.36
JFK,2023-08-01,73,43,93.3953488372093
JFK,2023-08-02,76,48,93.10416666666667
JFK,2023-08-03,95,51,95.72549019607843
JFK,2023-08-04,87,57,93.96491228070175
JFK,2023-08-05,80,59,93.37288135593221
JFK,2023-08-06,86,51,101.92156862745098
JFK,2023-08-07,96,57,95.82456140350877
JFK,2023-08-08,95,51,103.27450980392157
JFK,2023-08-09,85,50,83.5
JFK,2023-08-10,83,59,97.44067796610169
JFK,2023-08-11,105,66,104.74242424242425
JFK,2023-08-12,85,51,90.43137254901961
JFK,2023-08-13,88,55,89.65454545454546
JFK,2023-08-14,88,49,90.6734693877551
JFK,2023-08-15,74,45,91.91111111111111
JFK,2023-08-16,91,55,94.69090909090909
JFK,2023-08-17,86,51,97.15686274509804
JFK,2023-08-18,65,33,94.03030303030303
JFK,2023-08-19,81,45,101.95555555555555
JFK,2023-08-20,84,42,104.02380952380952
JFK,2023-08-21,66,34,97.58823529411765
JFK,2023-08-22,93,62,93.83870967741936
JFK,2023-08-23,85,59,92.9322033898305
JFK,2023-08-24,78,52,96.46153846153847
JFK,2023-08-25,81,53,87.16981132075472
JFK,2023-08-26,87,42,98.16666666666667
JFK,2023-08-27,85,56,89.375
JFK,2023-08-28,79,44,92.8409090909091
JFK,2023-08-29,73,53,81.28301886792453
JFK,2023-08-30,80,43,102.32558139534883
JFK,2023-08-31,84,51,99.3921568627451
JFK,2023-09-01,78,47,91.29787234042553
JFK,2023-09-02,71,48,85.4375
JFK,2023-09-03,90,55,86.27272727272727
JFK,2023-09-04,70,40,99.45
JFK,2023-09-05,93,53,92.15094339622641
JFK,2023-09-06,80,56,91.73214285714286
JFK,2023-09-07,76,36,89.55555555555556
JFK,2023-09-08,70,44,92.54545454545455
JFK,2023-09-09,83,48,95.72916666666667
JFK,2023-09-10,74,43,100.18604651162791
JFK,2023-09-11,88,47,99.23404255319149
JFK,2023-09-12,67,33,99.75757575757575
JFK,2023-09-13,96,54,99.75925925925925
JFK,2023-09-14,81,50,93.48
JFK,2023-09-15,95,56,88.14285714285714
JFK,2023-09-16,77,46,94.32608695652173
JFK,2023-09-17,79,48,90.6875
JFK,2023-09-18,93,55,97.30909090909091
JFK,2023-09-19,77,44,89.43181818181819
JFK,2023-09-20,100,67,89.97014925373135
JFK,2023-09-21,67,46,89.23913043478261
JFK,2023-09-22,84,62,89.37096774193549
JFK,2023-09-23,75,44,113.75
JFK,2023-09-24,90,59,88.23728813559322
JFK,2023-09-25,85,56,93.42857142857143
JFK,2023-09-26,85,52,95.73076923076923
JFK,2023-09-27,58,36,121.05555555555556
JFK,2023-09-28,71,44,92.02272727272727
JFK,2023-09-29,77,52,96.15384615384616
JFK,2023-09-30,97,63,89.46031746031746
JFK,2023-10-01,88,56,91.67857142857143
JFK,2023-10-02,74,43,96.86046511627907
JFK,2023-10-03,80,48,95.02083333333333
JFK,2023-10-04,88,52,87.21153846153847
JFK,2023-10-05,76,46,96.67391304347827
JFK,2023-10-06,81,46,102.52173913043478
JFK,2023-10-07,75,42,77.19047619047619
JFK,2023-10-08,83,57,99.49122807017544
JFK,2023-10-09,66,36,87.47222222222223
JFK,2023-10-10,83,45,93.42222222222222
JFK,2023-10-11,93,47,93.12765957446808
JFK,2023-10-12,89,61,89.1311475409836
JFK,2023-10-13,76,47,111.51063829787235
JFK,2023-10-14,86,57,96.66666666666667
JFK,2023-10-15,86,48,87.75
JFK,2023-10-16,85,45,96.95555555555555
JFK,2023-10-17,80,45,94.5111111111111
JFK,2023-10-18,75,47,96.19148936170212
JFK,2023-10-19,81,51,85.0
JFK,2023-10-20,73,44,98.75
JFK,2023-10-21,71,48,98.66666666666667
JFK,2023-10-22,93,42,94.5952380952381
JFK,2023-10-23,100,53,95.43396226415095
JFK,2023-10-24,86,56,94.33928571428571
JFK,2023-10-25,85,52,94.53846153846153
JFK,2023-10-26,72,46,99.43478260869566
JFK,2023-10-27,76,50,96.16
JFK,2023-10-28,82,47,99.70212765957447
JFK,2023-10-29,71,45,85.28888888888889
JFK,2023-10-30,78,42,91.73809523809524
JFK,2023-10-31,82,41,94.0
JFK,2023-11-01,80,51,93.74509803921569
JFK,2023-11-02,65,44,97.5909090909091
JFK,2023-11-03,88,43,87.16279069767442
JFK,2023-11-04,87,51,92.84313725490196
JFK,2023-11-05,76,48,99.04166666666667
JFK,2023-11-06,82,53,84.67924528301887
JFK,2023-11-07,73,33,93.72727272727273
JFK,2023-11-08,83,39,87.97435897435898
JFK,2023-11-09,86,61,99.81967213114754
JFK,2023-11-10,84,47,116.40425531914893
JFK,2023-11-11,95,61,86.29508196721312
JFK,2023-11-12,81,47,96.08510638297872
JFK,2023-11-13,80,53,83.79245283018868
JFK,2023-11-14,72,44,95.6590909090909
JFK,2023-11-15,85,51,94.25490196078431
JFK,2023-11-16,85,46,87.8913043478261
JFK,2023-11-17,64,32,88.875
JFK,2023-11-18,79,41,104.92682926829268
JFK,2023-11-19,84,56,105.5
JFK,2023-11-20,83,51,83.52941176470588
JFK,2023-11-21,100,68,96.66176470588235
JFK,2023-11-22,87,58,89.3103448275862
JFK,2023-11-23,83,39,112.0
JFK,2023-11-24,75,46,94.41304347826087
JFK,2023-11-25,80,50,88.58
JFK,2023-11-26,76,45,98.66666666666667
JFK,2023-11-27,70,42,88.52380952380952
JFK,2023-11-28,64,32,95.4375
JFK,2023-11-29,82,52,97.1923076923077
JFK,2023-11-30,88,43,102.81395348837209
JFK,2023-12-01,64,38,98.47368421052632
JFK,2023-12-02,81,58,95.36206896551724
JFK,2023-12-03,76,54,94.92592592592592
JFK,2023-12-04,74,51,106.6470588235294
JFK,2023-12-05,88,59,87.27118644067797
JFK,2023-12-06,73,42,90.78571428571429
JFK,2023-12-07,90,51,89.66666666666667
JFK,2023-12-08,72,41,92.17073170731707
JFK,2023-12-09,90,57,100.19298245614036
JFK,2023-12-10,81,48,93.52083333333333
JFK,2023-12-11,79,47,94.65957446808511
JFK,2023-12-12,85,43,95.74418604651163
JFK,2023-12-13,67,40,89.55
JFK,2023-12-14,83,54,88.74074074074075
JFK,2023-12-15,79,41,92.1951219512195
JFK,2023-12-16,88,53,110.88679245283019
JFK,2023-12-17,79,55,89.03636363636363
JFK,2023-12-18,80,47,98.23404255319149
JFK,2023-12-19,85,49,82.08163265306122
JFK,2023-12-20,101,57,95.52631578947368
JFK,2023-12-21,84,50,99.78
JFK,2023-12-22,79,44,112.4090909090909
JFK,2023-12-23,71,39,106.56410256410257
JFK,2023-12-24,76,46,94.8695652173913
JFK,2023-12-25,65,35,91.2
JFK,2023-12-26,93,55,106.25454545454545
JFK,2023-12-27,91,54,96.70370370370371
JFK,2023-12-28,70,37,106.70270270270271
JFK,2023-12-29,76,46,96.82608695652173
JFK,2023-12-30,88,58,86.36206896551724
JFK,2023-12-31,89,50,85.64
LAX,2023-01-01,71,42,99.85714285714286
LAX,2023-01-02,77,46,106.95652173913044
LAX,2023-01-03,69,32,99.875
LAX,2023-01-04,63,35,96.88571428571429
LAX,2023-01-05,67,48,102.60416666666667
LAX,2023-01-06,82,38,89.05263157894737
LAX,2023-01-07,84,46,91.67391304347827
LAX,2023-01-08,59,34,84.94117647058823
LAX,2023-01-09,81,44,95.56818181818181
LAX,2023-01-10,90,55,89.18181818181819
LAX,2023-01-11,89,55,92.92727272727272
LAX,2023-01-12,80,46,106.76086956521739
LAX,2023-01-13,88,53,85.15094339622641
LAX,2023-01-14,88,56,84.80357142857143
LAX,2023-01-15,88,53,84.01886792452831
LAX,2023-01-16,83,45,100.75555555555556
LAX,2023-01-17,89,56,95.125
LAX,2023-01-18,78,57,103.66666666666667
LAX,2023-01-19,71,38,101.6842105263158
LAX,2023-01-20,75,44,81.70454545454545
LAX,2023-01-21,86,51,88.3529411764706
LAX,2023-01-22,77,42,88.04761904761905
LAX,2023-01-23,88,55,92.69090909090909
LAX,2023-01-24,73,45,96.11111111111111
LAX,2023-01-25,80,48,95.3125
LAX,2023-01-26,85,58,100.13793103448276
LAX,2023-01-27,85,42,86.4047619047619
LAX,2023-01-28,80,47,96.1063829787234
LAX,2023-01-29,101,57,101.85964912280701
LAX,2023-01-30,92,55,104.07272727272728
LAX,2023-01-31,75,43,92.27906976744185
LAX,2023-02-01,90,60,78.35
LAX,2023-02-02,100,66,87.62121212121212
LAX,2023-02-03,81,50,97.64
LAX,2023-02-04,83,42,110.92857142857143
LAX,2023-02-05,79,53,102.22641509433963
LAX,2023-02-06,75,50,85.4
LAX,2023-02-07,84,51,104.27450980392157
LAX,2023-02-08,70,37,98.89189189189189
LAX,2023-02-09,76,50,101.98
LAX,2023-02-10,90,54,97.5
LAX,2023-02-11,94,62,87.56451612903226
LAX,2023-02-12,71,41,94.39024390243902
LAX,2023-02-13,86,50,102.18
LAX,2023-02-14,74,41,87.02439024390245
LAX,2023-02-15,79,51,88.37254901960785
LAX,2023-02-16,87,54,90.42592592592592
LAX,2023-02-17,85,52,106.5576923076923
LAX,2023-02-18,88,54,90.27777777777777
LAX,2023-02-19,82,47,84.63829787234043
LAX,2023-02-20,83,49,103.83673469387755
LAX,2023-02-21,86,51,87.68627450980392
LAX,2023-02-22,83,49,86.85714285714286
LAX,2023-02-23,85,51,92.74509803921569
LAX,2023-02-24,71,38,99.0
LAX,2023-02-25,89,63,94.82539682539682
LAX,2023-02-26,77,49,93.63265306122449
LAX,2023-02-27,100,59,97.57627118644068
LAX,2023-02-28,94,57,91.26315789473684
LAX,2023-03-01,67,37,97.43243243243244
LAX,2023-03-02,77,46,83.78260869565217
LAX,2023-03-03,77,51,87.17647058823529
LAX,2023-03-04,67,46,84.23913043478261
LAX,2023-03-05,74,43,101.5813953488372
LAX,2023-03-06,97,52,79.34615384615384
LAX,2023-03-07,92,51,92.72549019607843
LAX,2023-03-08,74,43,103.4186046511628
LAX,2023-03-09,77,43,110.18604651162791
LAX,2023-03-10,84,53,92.66037735849056
LAX,2023-03-11,79,44,91.52272727272727
LAX,2023-03-12,87,47,90.76595744680851
LAX,2023-03-13,68,43,100.97674418604652
LAX,2023-03-14,90,59,89.77966101694915
LAX,2023-03-15,78,51,96.90196078431373
LAX,2023-03-16,70,46,91.23913043478261
LAX,2023-03-17,81,51,107.86274509803921
LAX,2023-03-18,86,49,96.63265306122449
LAX,2023-03-19,69,41,95.1219512195122
LAX,2023-03-20,91,51,92.3921568627451
LAX,2023-03-21,84,51,91.15686274509804
LAX,2023-03-22,82,55,98.87272727272727
LAX,2023-03-23,81,46,96.21739130434783
LAX,2023-03-24,91,55,102.98181818181818
LAX,2023-03-25,86,65,93.72307692307692
LAX,2023-03-26,96,63,96.53968253968254
LAX,2023-03-27,85,41,94.90243902439025
LAX,2023-03-28,90,61,87.57377049180327
LAX,2023-03-29,72,48,75.375
LAX,2023-03-30,83,44,89.38636363636364
LAX,2023-03-31,74,44,101.6590909090909
LAX,2023-04-01,77,41,94.73170731707317
LAX,2023-04-02,81,48,92.97916666666667
LAX,2023-04-03,74,43,96.86046511627907
LAX,2023-04-04,82,49,102.6734693877551
LAX,2023-04-05,81,49,90.08163265306122
LAX,2023-04-06,79,48,100.35416666666667
LAX,2023-04-07,67,37,100.70270270270271
LAX,2023-04-08,81,50,79.08
LAX,2023-04-09,87,52,94.3076923076923
LAX,2023-04-10,79,47,108.48936170212765
LAX,2023-04-11,77,41,105.17073170731707
LAX,2023-04-12,83,58,90.46551724137932
LAX,2023-04-13,73,38,93.71052631578948
LAX,2023-04-14,97,50,95.08
LAX,2023-04-15,68,49,89.91836734693878
LAX,2023-04-16,76,44,91.20454545454545
LAX,2023-04-17,72,48,84.85416666666667
LAX,2023-04-18,72,39,112.92307692307692
LAX,2023-04-19,63,41,107.5609756097561
LAX,2023-04-20,76,46,96.80434782608695
LAX,2023-04-21,88,47,85.36170212765957
LAX,2023-04-22,79,42,83.30952380952381
LAX,2023-04-23,93,58,90.46551724137932
LAX,2023-04-24,88,51,88.52941176470588
LAX,2023-04-25,65,39,105.07692307692308
LAX,2023-04-26,87,50,94.06
LAX,2023-04-27,90,52,103.5576923076923
LAX,2023-04-28,72,43,98.53488372093024
LAX,2023-04-29,91,54,101.18518518518519
LAX,2023-04-30,76,50,97.98
LAX,2023-05-01,93,50,92.52
LAX,2023-05-02,76,40,94.6
LAX,2023-05-03,78,46,90.19565217391305
LAX,2023-05-04,84,48,84.27083333333333
LAX,2023-05-05,94,52,98.01923076923077
LAX,2023-05-06,71,45,95.93333333333334
LAX,2023-05-07,91,43,98.23255813953489
LAX,2023-05-08,88,49,88.57142857142857
LAX,2023-05-09,86,50,97.86
LAX,2023-05-10,84,57,97.40350877192982
LAX,2023-05-11,80,47,88.82978723404256
LAX,2023-05-12,86,49,98.26530612244898
LAX,2023-05-13,88,51,100.88235294117646
LAX,2023-05-14,74,45,88.5111111111111
LAX,2023-05-15,92,54,102.31481481481481
LAX,2023-05-16,75,42,84.83333333333333
LAX,2023-05-17,92,65,93.33846153846154
LAX,2023-05-18,63,32,89.46875
LAX,2023-05-19,94,60,98.63333333333334
LAX,2023-05-20,75,47,96.48936170212765
LAX,2023-05-21,77,38,104.86842105263158
LAX,2023-05-22,89,61,92.34426229508196
LAX,2023-05-23,64,42,87.38095238095238
LAX,2023-05-24,89,62,96.58064516129032
LAX,2023-05-25,85,50,96.86
LAX,2023-05-26,69,39,101.25641025641026
LAX,2023-05-27,84,43,90.62790697674419
LAX,2023-05-28,81,50,100.56
LAX,2023-05-29,72,45,100.88888888888889
LAX,2023-05-30,78,45,101.55555555555556
LAX,2023-05-31,68,35,106.08571428571429
LAX,2023-06-01,91,60,98.71666666666667
LAX,2023-06-02,78,40,109.8
LAX,2023-06-03,79,51,94.52941176470588
LAX,2023-06-04,78,46,94.08695652173913
LAX,2023-06-05,82,52,84.71153846153847
LAX,2023-06-06,70,46,100.1086956521739
LAX,2023-06-07,85,57,102.33333333333333
LAX,2023-06-08,82,49,101.14285714285714
LAX,2023-06-09,76,46,103.6086956521739
LAX,2023-06-10,88,54,91.44444444444444
LAX,2023-06-11,84,48,93.16666666666667
LAX,2023-06-12,82,52,98.84615384615384
LAX,2023-06-13,87,49,82.95918367346938
LAX,2023-06-14,89,51,105.17647058823529
LAX,2023-06-15,73,46,79.69565217391305
LAX,2023-06-16,62,37,98.08108108108108
LAX,2023-06-17,79,47,97.82978723404256
LAX,2023-06-18,81,49,99.55102040816327
LAX,2023-06-19,76,43,96.48837209302326
LAX,2023-06-20,87,50,82.22
LAX,2023-06-21,81,58,89.89655172413794
LAX,2023-06-22,76,43,105.5813953488372
LAX,2023-06-23,82,49,98.38775510204081
LAX,2023-06-24,72,43,108.20930232558139
LAX,2023-06-25,65,38,91.92105263157895
LAX,2023-06-26,69,45,89.4
LAX,2023-06-27,68,45,87.33333333333333
LAX,2023-06-28,79,48,97.64583333333333
LAX,2023-06-29,86,56,94.71428571428571
LAX,2023-06-30,66,47,87.08510638297872
LAX,2023-07-01,75,38,98.6842105263158
LAX,2023-07-02,90,52,95.59615384615384
LAX,2023-07-03,72,43,83.46511627906976
LAX,2023-07-04,90,52,98.9423076923077
LAX,2023-07-05,85,50,96.96
LAX,2023-07-06,91,52,88.40384615384616
LAX,2023-07-07,85,54,86.51851851851852
LAX,2023-07-08,93,52,93.96153846153847
LAX,2023-07-09,88,52,105.26923076923077
LAX,2023-07-10,75,50,95.38
LAX,2023-07-11,77,42,87.35714285714286
LAX,2023-07-12,79,46,85.34782608695652
LAX,2023-07-13,99,60,96.61666666666666
LAX,2023-07-14,84,49,102.18367346938776
LAX,2023-07-15,76,37,89.02702702702703
LAX,2023-07-16,94,55,93.41818181818182
LAX,2023-07-17,70,42,99.69047619047619
LAX,2023-07-18,73,46,96.56521739130434
LAX,2023-07-19,93,47,107.55319148936171
LAX,2023-07-20,85,59,90.55932203389831
LAX,2023-07-21,81,45,91.68888888888888
LAX,2023-07-22,83,60,105.21666666666667
LAX,2023-07-23,84,55,96.92727272727272
LAX,2023-07-24,80,46,88.43478260869566
LAX,2023-07-25,77,46,85.58695652173913
LAX,2023-07-26,98,59,96.47457627118644
LAX,2023-07-27,76,46,91.93478260869566
LAX,2023-07-28,91,54,103.33333333333333
LAX,2023-07-29,73,39,97.43589743589743
LAX,2023-07-30,82,52,91.11538461538461
LAX,2023-07-31,93,56,98.75
LAX,2023-08-01,89,55,97.2909090909091
LAX,2023-08-02,76,43,85.0
LAX,2023-08-03,78,45,94.55555555555556
LAX,2023-08-04,80,50,95.5
LAX,2023-08-05,77,53,88.0
LAX,2023-08-06,92,63,108.95238095238095
LAX,2023-08-07,83,58,98.93103448275862
LAX,2023-08-08,79,48,95.875
LAX,2023-08-09,85,53,89.9622641509434
LAX,2023-08-10,97,65,96.15384615384616
LAX,2023-08-11,68,42,90.30952380952381
LAX,2023-08-12,76,51,83.45098039215686
LAX,2023-08-13,75,47,91.55319148936171
LAX,2023-08-14,74,49,99.51020408163265
LAX,2023-08-15,98,51,101.23529411764706
LAX,2023-08-16,80,49,93.24489795918367
LAX,2023-08-17,76,47,99.68085106382979
LAX,2023-08-18,83,45,102.68888888888888
LAX,2023-08-19,93,66,85.92424242424242
LAX,2023-08-20,87,56,87.64285714285714
LAX,2023-08-21,86,55,92.52727272727273
LAX,2023-08-22,70,40,82.05
LAX,2023-08-23,92,56,99.66071428571429
LAX,2023-08-24,73,49,104.10204081632654
LAX,2023-08-25,88,56,94.30357142857143
LAX,2023-08-26,69,37,91.62162162162163
LAX,2023-08-27,80,44,87.97727272727273
LAX,2023-08-28,84,45,90.5111111111111
LAX,2023-08-29,86,44,106.88636363636364
LAX,2023-08-30,95,51,105.6078431372549
LAX,2023-08-31,77,46,98.6304347826087
LAX,2023-09-01,90,49,94.63265306122449
LAX,2023-09-02,76,43,96.30232558139535
LAX,2023-09-03,80,49,85.6734693877551
LAX,2023-09-04,77,45,88.06666666666666
LAX,2023-09-05,74,38,80.39473684210526
LAX,2023-09-06,88,60,99.38333333333334
LAX,2023-09-07,81,47,81.82978723404256
LAX,2023-09-08,73,53,99.52830188679245
LAX,2023-09-09,83,45,98.77777777777777
LAX,2023-09-10,90,53,83.28301886792453
LAX,2023-09-11,87,52,91.8076923076923
LAX,2023-09-12,80,42,93.4047619047619
LAX,2023-09-13,86,55,84.52727272727273
LAX,2023-09-14,73,42,101.88095238095238
LAX,2023-09-15,73,35,99.68571428571428
LAX,2023-09-16,91,58,89.5
LAX,2023-09-17,94,52,92.82692307692308
LAX,2023-09-18,65,42,96.73809523809524
LAX,2023-09-19,76,44,107.70454545454545
LAX,2023-09-20,67,40,94.925
LAX,2023-09-21,79,44,94.81818181818181
LAX,2023-09-22,77,53,91.64150943396227
LAX,2023-09-23,78,44,93.6590909090909
LAX,2023-09-24,73,51,98.80392156862744
LAX,2023-09-25,90,46,100.3913043478261
LAX,2023-09-26,83,47,79.91489361702128
LAX,2023-09-27,85,50,96.14
LAX,2023-09-28,89,44,92.0
LAX,2023-09-29,83,50,83.52
LAX,2023-09-30,69,40,99.05
LAX,2023-10-01,97,60,100.06666666666666
LAX,2023-10-02,77,44,87.63636363636364
LAX,2023-10-03,70,37,82.5945945945946
LAX,2023-10-04,98,58,95.6896551724138
LAX,2023-10-05,85,54,97.18518518518519
LAX,2023-10-06,93,59,86.32203389830508
LAX,2023-10-07,73,45,93.13333333333334
LAX,2023-10-08,78,50,104.22
LAX,2023-10-09,83,56,88.66071428571429
LAX,2023-10-10,85,51,88.52941176470588
LAX,2023-10-11,80,47,94.59574468085107
LAX,2023-10-12,81,42,86.35714285714286
LAX,2023-10-13,86,47,91.36170212765957
LAX,2023-10-14,74,46,97.52173913043478
LAX,2023-10-15,94,60,87.33333333333333
LAX,2023-10-16,86,54,94.0
LAX,2023-10-17,84,48,105.77083333333333
LAX,2023-10-18,93,55,89.38181818181818
LAX,2023-10-19,60,24,114.375
LAX,2023-10-20,84,44,97.6590909090909
LAX,2023-10-21,98,55,95.56363636363636
LAX,2023-10-22,89,53,91.45283018867924
LAX,2023-10-23,71,49,100.20408163265306
LAX,2023-10-24,86,48,96.89583333333333
LAX,2023-10-25,91,49,94.0204081632653
LAX,2023-10-26,82,52,90.42307692307692
LAX,2023-10-27,86,54,95.42592592592592
LAX,2023-10-28,79,48,85.0625
LAX,2023-10-29,78,56,98.21428571428571
LAX,2023-10-30,67,43,97.20930232558139
LAX,2023-10-31,80,47,88.74468085106383
LAX,2023-11-01,77,45,90.33333333333333
LAX,2023-11-02,77,47,89.7872340425532
LAX,2023-11-03,80,46,91.28260869565217
LAX,2023-11-04,73,47,98.02127659574468
LAX,2023-11-05,78,44,87.5909090909091
LAX,2023-11-06,84,46,106.30434782608695
LAX,2023-11-07,76,50,93.46
LAX,2023-11-08,93,61,93.73770491803279
LAX,2023-11-09,73,37,94.89189189189189
LAX,2023-11-10,87,50,106.54
LAX,2023-11-11,74,42,80.88095238095238
LAX,2023-11-12,83,47,87.2127659574468
LAX,2023-11-13,83,46,95.84782608695652
LAX,2023-11-14,89,53,93.75471698113208
LAX,2023-11-15,77,43,95.04651162790698
LAX,2023-11-16,95,61,91.68852459016394
LAX,2023-11-17,79,52,91.15384615384616
LAX,2023-11-18,99,59,94.08474576271186
LAX,2023-11-19,82,44,90.1590909090909
LAX,2023-11-20,76,50,86.74
LAX,2023-11-21,77,40,88.05
LAX,2023-11-22,90,59,87.67796610169492
LAX,2023-11-23,87,49,91.77551020408163
LAX,2023-11-24,82,49,91.22448979591837
LAX,2023-11-25,88,60,100.23333333333333
LAX,2023-11-26,75,53,84.09433962264151
LAX,2023-11-27,67,41,91.1951219512195
LAX,2023-11-28,75,45,89.91111111111111
LAX,2023-11-29,74,46,83.21739130434783
LAX,2023-11-30,76,42,98.0952380952381
LAX,2023-12-01,87,59,96.62711864406779
LAX,2023-12-02,82,53,76.13207547169812
LAX,2023-12-03,86,53,99.37735849056604
LAX,2023-12-04,82,50,96.66
LAX,2023-12-05,99,58,93.20689655172414
LAX,2023-12-06,76,51,83.47058823529412
LAX,2023-12-07,74,47,89.97872340425532
LAX,2023-12-08,89,43,94.76744186046511
LAX,2023-12-09,71,41,101.97560975609755
LAX,2023-12-10,85,40,93.675
LAX,2023-12-11,95,62,93.48387096774194
LAX,2023-12-12,68,44,84.88636363636364
LAX,2023-12-13,92,54,87.75925925925925
LAX,2023-12-14,72,41,85.85365853658537
LAX,2023-12-15,78,48,91.0
LAX,2023-12-16,96,59,99.9322033898305
LAX,2023-12-17,74,46,98.34782608695652
LAX,2023-12-18,88,50,91.34
LAX,2023-12-19,83,48,99.64583333333333
LAX,2023-12-20,98,63,102.22222222222223
LAX,2023-12-21,83,53,92.30188679245283
LAX,2023-12-22,83,50,83.86
LAX,2023-12-23,82,59,105.35593220338983
LAX,2023-12-24,81,43,99.97674418604652
LAX,2023-12-25,91,56,83.0
LAX,2023-12-26,80,52,94.75
LAX,2023-12-27,83,54,98.98148148148148
LAX,2023-12-28,72,41,99.1951219512195
LAX,2023-12-29,87,45,95.4
LAX,2023-12-30,93,54,90.12962962962963
LAX,2023-12-31,86,43,87.32558139534883
ORD,2023-01-01,92,47,95.7872340425532
ORD,2023-01-02,75,48,92.66666666666667
ORD,2023-01-03,75,47,87.80851063829788
ORD,2023-01-04,83,52,91.51923076923077
ORD,2023-01-05,80,50,85.48
ORD,2023-01-06,84,53,96.94339622641509
ORD,2023-01-07,73,45,101.64444444444445
ORD,2023-01-08,86,51,81.52941176470588
ORD,2023-01-09,75,50,93.78
ORD,2023-01-10,82,51,106.50980392156863
ORD,2023-01-11,81,56,98.89285714285714
ORD,2023-01-12,84,48,93.83333333333333
ORD,2023-01-13,85,54,93.61111111111111
ORD,2023-01-14,76,46,78.71739130434783
ORD,2023-01-15,79,49,97.91836734693878
ORD,2023-01-16,84,51,99.0
ORD,2023-01-17,83,56,98.73214285714286
ORD,2023-01-18,91,53,98.86792452830188
ORD,2023-01-19,78,40,82.55
ORD,2023-01-20,93,61,98.57377049180327
ORD,2023-01-21,72,43,89.88372093023256
ORD,2023-01-22,78,45,87.04444444444445
ORD,2023-01-23,73,41,93.6829268292683
ORD,2023-01-24,82,47,102.17021276595744
ORD,2023-01-25,89,59,94.54237288135593
ORD,2023-01-26,79,48,85.41666666666667
ORD,2023-01-27,78,46,90.6086956521739
ORD,2023-01-28,79,49,96.08163265306122
ORD,2023-01-29,80,51,108.0
ORD,2023-01-30,78,49,91.53061224489795
ORD,2023-01-31,72,40,95.175
ORD,2023-02-01,81,47,105.27659574468085
ORD,2023-02-02,79,36,96.66666666666667
ORD,2023-02-03,78,49,91.77551020408163
ORD,2023-02-04,77,44,97.9090909090909
ORD,2023-02-05,75,40,92.725
ORD,2023-02-06,82,45,91.86666666666666
ORD,2023-02-07,68,47,96.31914893617021
ORD,2023-02-08,62,36,93.38888888888889
ORD,2023-02-09,81,46,102.8695652173913
ORD,2023-02-10,97,62,95.41935483870968
ORD,2023-02-11,84,50,95.34
ORD,2023-02-12,71,38,88.21052631578948
